date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
08.11.2024,Erfahrener Bauprofi sucht etabliertes Bauunternehmen oder Planungsbüro,Engagierter Profi mit 23 Jahren Erfahrung sucht ein solides Bauunternehmen oder Planungsbüro zur Unternehmensnachfolge und Übernahme.,Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211541,"
Ich bin ein erfahrener Kaufmann (43 Jahre) mit umfassender Expertise im SF GU/GÜ Bauwesen/Projektentwicklung/Immobilien und Finanzen.
Mein beruflicher Werdegang umfasst:
-10 Jahre Bankwesen
-13 Jahre SF GU/GÜ Bauwesen/Projektentwicklung/Immobilien als
Leiter Einkauf, Stellvertretender Niederlassungsleiter, Leiter Immobilien, Leiter Finanzen, Kaufmännischer Leiter und Generalbevollmächtigter, CFO und GF
und habe einen Bilanzbuchhalter und Bilanzbuchhaltung International Abschluss

Ich bin auf der Suche nach einem etablierten Bauunternehmen oder Planungsbüro zur Übernahme, das folgende Kriterien erfüllt:
Tätigkeitsbereich: Hoch- und Tiefbau, Schlüsselfertiges Bauen, oder Architektur- und Ingenieurdienstleistungen
Unternehmensgröße: min 10-50 Mitarbeiter
Umsatz: min 2,5 Mio. € jährlich
Standort: Vorzugsweise Berlin, aber auch andere Regionen werden in Betracht gezogen
Gesunde finanzielle Basis und stabiler Kundenstamm
Potenzial für Wachstum und Modernisierung

Meine Stärken
Fundiertes kaufmännisches und gutes technisches Know-how im gesamten Bauprozess
Ausgeprägte Führungsqualitäten und Erfahrung im Personalmanagement
Starke betriebswirtschaftliche Kompetenz
Innovatives Mindset für die Digitalisierung der Baubranche
Solide finanzielle Basis für eine reibungslose Übernahm

Was ich biete
Finanzielle Stabilität: gesicherte Übernahme
Fachliche Kompetenz: Umfassendes Know-how in allen Bereichen des Bauwesens
Führungsstärke: Bewährte Fähigkeiten in der Mitarbeiterführung und -motivation
Innovationskraft: Ideen und Strategien zur Zukunftssicherung des Unternehmens
Kontinuität: Langfristiges Engagement und Weiterführung des Lebenswerks

Wenn Sie ein etabliertes Bauunternehmen oder Planungsbüro besitzen und eine verantwortungsvolle Nachfolgelösung suchen, würde ich mich freuen, mit Ihnen in Kontakt zu treten. Ich bin überzeugt, dass meine Erfahrung, mein Engagement und meine Vision die ideale Basis für eine erfolgreiche Fortführung Ihres Lebenswerks bieten.
Lassen Sie uns gemeinsam die Zukunft Ihres Unternehmens gestalten. Ich freue mich auf ein persönliches Gespräch.",Berlin,,Keine Angaben,"über 2,5 Mio. Euro",Keine Angaben,
08.11.2024,Junger & verantwortungsbewusster Leistungssportler möchte Nachfolger werden,Nach 12 Jahren Leistungssport suche ich nach einem Handwerks- oder Reinigungsbetrieb mit Wachstumspotenzial im norddeutschen Raum. Ich möchte Nachfolger und Unternehmer werden.,Schleswig-Holstein / Schleswig-Holstein / Kiel,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211978,"
Sehr geehrte Damen und Herren,
Nach 12 Jahren im Olympischen Segelsport und drei Olympiateilnahmen suche ich nach einer neuen ""Mission"", in die ich all meine Energie stecken kann.
Mit demnächst zwei kleinen Kindern sind 200 Tage im Ausland einfach zu viel, sodass ich nach einem Betrieb suche, der in Kiel, Schleswig-Holstein oder Norddeutschland etabliert ist und nach einem Nachfolger in der Geschäftsleitung sucht.
Ich möchte Unternehmer werden, Verantwortung übernehmen und gemeinsam mit Mitarbeitern eine erfolgreiche Zukunft für Ihren Betrieb gestalten, am liebsten für einige Monate nach Übergabe an Ihrer Seite, um noch möglichst viel zu lernen.
Als Leistungssportler kann ich mir die Inhalte und Details von Gewerken schnell aneignen und konsequent daran arbeiten, Potenziale zu erkennen, Prozesse zu verbessern und die Effizienz zu steigern.
Meine Stärken liegen im Bereich Menschenführung und -begeisterung, Vertrieb, Netzwerken und Projektmanagement (Organisation).

Neben meiner sportlichen Karriere investiere ich in und arbeite seit 2017 mit Immobilien und Verwaltungen und bin IHK-zertifizierter Immobilienverwalter.
Dank diesem zweiten Standbein kenne ich die Branche und weiß, wie man Immobilien und Grundstücke pflegt und bewirtschaftet.
Ich suche nach einem Betrieb, der idealerweise den Fokus auf Hausmeisterservice, Gebäudereinigung und Grünpflege legt und 5 - 100 Mitarbeiter beschäftigt, mit einem Umsatz zwischen 500.000€ und 5.000.000€. Auch Betriebe aus anderen Bereichen des Handwerks sind für mich interessant.

Wenn Sie nach einem Nachfolger suchen, der neue Energie und Ideen in Ihren Betrieb bringt, die Mitarbeiter mitreißt und Ihr Lebenswerk weiterführt, freue ich mich über Ihre Kontaktaufnahme und die Vorstellung Ihres Anliegens. Wenn ich nicht telefonisch erreichbar bin, können Sie mir gerne eine formlose Email mit Rückrufbitte oder weiteren Infos zuschicken und ich melde mich spätestens 24h später zurück.
Mit freundlichen Grüßen
Paul Kohlhoff",Schleswig-Holstein > Schleswig-Holstein > Kiel,Baugewerbe; Grundstücks- und Wohnungswesen; Handwerk; Dienstleistung > Sonstige Dienstleistungen > Gebäudebetreuung; Garten- und Landschaftsbau,Keine Angaben,Keine Angaben,Keine Angaben,
07.11.2024,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,"Die Ambrock GmbH mit Hauptsitz in Hagen und 10 weiteren Standorten und über 400 Mitarbeitern ist stetig am wachsen und sucht in Düsseldorf, Mannheim und Stuttgart Möglichkeiten zur Expansion.",Nordrhein-Westfalen / Düsseldorf / Düsseldorf Baden-Württemberg / Stuttgart / Stuttgart,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212423,"
Wer wir sind? Ein mittelständisches Malerunternehmen an insgesamt elf Standortenin Deutschland und über 400 Mitarbeitern. Kerngeschäfte sind Malerarbeiten, Korrosionsschutz, Beschichtung, Wärmedämmung, Betoninstandsetzung undIndustrieböden. Erfahrung in Übernahme von Malerbetrieben ist vorhanden.
Was suchen wir? Einen klassischen Malerbetrieb (2 bis 10 Angestellte) mit einembestehenden und zukunftsorientierten Kundenstamm. Wir sind ebenfalls bereit, diebestehende Infrastruktur (Halle, Büroflächen, Fuhrpark, Maschinen etc. ) vor Ort zu übernehmen.",,,6 - 10 Beschäftigte,Keine Angaben,Keine Angaben,
07.11.2024,Metallbaubetrieb | Osnabrück und Umgebung,"Geprüfter Betriebswirt, erfahrener Handwerksmeister im Metallbau und zertifizierter Schweißfachmann sucht Metallbaubetrieb zur Übernahme.","Niedersachsen / Weser-Ems / Osnabrück, Landkreis Niedersachsen / Weser-Ems / Osnabrück, Stadt",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212413,"
Geprüfter Betriebswirt, erfahrener Handwerksmeister im Metallbau und zertifizierter Schweißfachmann sucht Metallbaubetrieb zur Übernahme. Idealerweise erfolgt der Einstieg zunächst als Angestellter, mit der Möglichkeit einer späteren Übernahme des Betriebes. Wenn Sie an einer Übergabe Ihres Metallbaubetriebes interessiert sind oder Unterstützung für eine zukünftige Nachfolge suchen, freue ich mich über Ihre Kontaktaufnahme.",,,Keine Angaben,Keine Angaben,Keine Angaben,
06.11.2024,Etablierte Sprachschule im Raum Berlin gesucht,"Sprachschule im Raum Berlin gesucht! Fokussiert auf Integrations- und Berufssprachkurse (BAMF), Prüfungszentrum Telc und g.a.s.t. Vorhandenes Qualitätsmanagement erforderlich.",Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212396,"
Etablierte Sprachschule im Raum Berlin zum Kauf
Wir sind auf der Suche nach einer etablierten Sprachschule im Raum Berlin, die zum Verkauf steht. Idealerweise bieten die Schulen Integrations- und Berufssprachkurse an und besitzen die BAMF-Zulassung. Besonders wichtig ist uns, dass die Schule als Prüfungszentrum für Telc und g.a.s.t. anerkannt ist.
Lage und Verkehrsverbindungen:
Die Schule sollte in einer gut erreichbaren Lage mit optimalen Verkehrsverbindungen sein, vorzugsweise in der Nähe von U-Bahn- oder S-Bahn-Stationen sowie Bushaltestellen. Eine zentrale Lage würde es uns ermöglichen, sowohl Schüler als auch Firmenkunden effektiv zu gewinnen.
Kundschaft:
Wir suchen eine Sprachschule mit einer stabilen und diversifizierten Kundschaft. Ein bestehendes Netzwerk und gute Beziehungen zu Unternehmen, die regelmäßig Sprachkurse für ihre Mitarbeiter anbieten, wären besonders vorteilhaft.
Kursangebot:
Das Kursangebot der Sprachschule sollte attraktiv sein und vor allem Integrations- und Berufssprachkurse umfassen. Zudem ist ein bereits etabliertes Qualitätsmanagementsystem (QM) wünschenswert.
Wir freuen uns auf Ihre Angebote!
Bitte kontaktieren Sie uns, wenn Sie eine passende Sprachschule zum Verkauf anbieten oder weitere Informationen haben. Wir sind sehr daran interessiert, mehr über die Details der Schule, einschließlich finanzieller Aspekte, Ausstattung und bestehender Verträge, zu erfahren.
Vielen Dank für Ihr Interesse und Ihre Unterstützung!",Berlin,,Keine Angaben,Keine Angaben,Keine Angaben,
06.11.2024,Maschinenbauingenieur sucht Betrieb für langfristige Nachfolge,"Junger Maschinenbauingenieur sucht Betrieb, in dem er als Mitarbeiter startet und sich langfristig zur Nachfolge entwickeln kann. Praxisorientiert, engagiert und offen für neue Aufgaben.",Nordrhein-Westfalen / Köln,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212373,"
Ingenieur mit Praxisorientierung sucht langfristige Perspektive in
zukunftsorientiertem Betrieb im Bergischen Land

Sehr geehrte Damen und Herren,

als junger Maschinenbauingenieur, der derzeit die letzten Schritte seines
Masterstudiums absolviert, bin ich auf der Suche nach einer langfristigen beruflichen
Perspektive. Mein Wunsch ist es, zunächst intensiv in einem Betrieb mitzuarbeiten
und das Unternehmen umfassend kennenzulernen, um in Zukunft – wenn die
„Chemie“ stimmt – als potenzieller Nachfolger zur Verfügung zu stehen.

In der Praxis fühle ich mich zuhause: Durch meine jahrelange Berufserfahrung als
Minijobber in einer Schreinerei sowie als Kleinunternehmer im Garten- und
Landschaftsbau bin ich es gewohnt, handfest anzupacken, Verantwortung zu
übernehmen und Kundenprojekte selbstständig zu organisieren. Neben meiner
Teamfähigkeit, die ich unter anderem bei der Freiwilligen Feuerwehr weiterentwickle,
bringe ich ein hohes Maß an Pflichtbewusstsein und Zuverlässigkeit mit.
Kundenorientiertes Arbeiten sowie ein respektvoller Umgang im Team sind für mich
selbstverständlich.

Trotz meiner Praxisorientierung ist mir auch die Theorie wichtig: Mein Studium hat
mich analytisch geschult und befähigt, technische Zusammenhänge tiefgehend zu
verstehen und Lösungen nicht nur praktisch, sondern auch effizient und fundiert zu
entwickeln. Zudem habe ich gelernt, mich schnell in neue Sachverhalte
hineinzudenken und Abläufe zügig zu verstehen. Eine Fähigkeit, die mir hilft, Theorie
und Praxis effizient zu verbinden. Diese Kombination aus praktischem Können und
analytischem Denken macht mich flexibel und einsatzbereit für vielseitige Bereiche.

Für meinen Berufseinstieg bin ich offen für vielfältige Branchen, vom Metallbau und
der Schlosserei über das Baugewerbe bis hin zu Bereichen wie Abriss- und
Kranunternehmen. Sollte in Ihrem Betrieb eine Meisterpflicht bestehen, besteht die
Möglichkeit durch eine Ausnahmeregelung über mein Studium diese zu erlangen. Mir
ist es wichtig, von einem erfahrenen Inhaber zu lernen und über mehrere Jahre an
vielseitigen Aufgaben zu wachsen, um dann möglicherweise als Nachfolger zur
Verfügung zu stehen.

Wenn Sie auf der Suche nach einem Mitarbeiter sind, der mit vollem Engagement
dabei ist, freue ich mich über Ihre Kontaktaufnahme, um herauszufinden, wie ich Ihr
Unternehmen tatkräftig unterstützen kann.

Mit freundlichen Grüßen,",Nordrhein-Westfalen > Köln,,Keine Angaben,Keine Angaben,Keine Angaben,
06.11.2024,Elektrohandwerksbetrieb zur Übernahme gesucht,#Nachfolge #Betriebsnachfolge #Elektro #Elektrotechnik #Handwerk #Selbständigkeit,Baden-Württemberg / Karlsruhe / Pforzheim,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211691,"
Elektrohandwerksbetrieb mit Personal gesucht, egal wie groß oder klein.
Erfahrener Elektromeister sucht Chance zur Selbständigkeit
Ich, ein qualifizierter Elektromeister für Gebäude- und Haustechnik, suche einen Elektrohandwerksbetrieb zur Übernahme. 
Was ich suche:
Etabliertes Elektro-Unternehmen im Raum Pforzheim
Bestehender Kundenstamm ist essenziell
Betrieb mit Personal bevorzugt

Mein Profil:
Elektromeister mit Schwerpunkt Gebäude- und Haustechnik
Ausbildung als Mechatroniker
10 Jahre internationale Erfahrung als Programmierer und Inbetriebnehmer

Aktuelle Position:
Meister für Gebäude und Instandhaltung in einem Konzern
Mein Ziel ist es, meine umfangreiche Erfahrung und Expertise in die Selbständigkeit einzubringen. Ich bin bereit, Ihr Lebenswerk fortzuführen und weiterzuentwickeln. Wenn Sie einen engagierten Nachfolger für Ihren Elektrobetrieb suchen, freue ich mich auf Ihre Kontaktaufnahme.",Baden-Württemberg > Karlsruhe > Pforzheim,Handwerk > Ausbaugewerbe > Elektrotechniker; Baugewerbe > Bauinstallation > Elektroinstallation,Keine Angaben,über 250 - 500 Tsd. Euro,Keine Angaben,Nein
06.11.2024,Dipl. Betriebswirt sucht Handels- oder Dienstleistungsunternehmen,"Ein Dipl. Betriebswirt sucht Unternehmen aus den Bereichen Handel, Online-Handel, Dienstleistungen oder Produktion (einfache Produkte).",Bayern Thüringen Hessen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212368,"
Unser Mandant, ein Dipl. Betriebswirt im besten Alter mit langjähriger Vertriebs- und Führungserfahrung, sucht Unternehmen aus den Bereichen Handel, Online-Handel, Dienstleistungen oder Produktion (einfache Produkte). Als Geschäftsführer einer Unternehmensgruppe mit Umsatz im mittleren zweistelligen Millionenbereich hat er ein hohes Verantwortungsbewusstsein und war schon in den Bereichen Baustoffhandel sowie Vertrieb von technischen Produkten inklusive Online-Handel tätig. Als langjährige Führungsperson möchte sich der Kandidat nun in die Selbstständigkeit begeben und die Erfolgsstory eines Unternehmens in einer Nachfolgesituation weiterführen und ausbauen. Interessant ist auch ein größeres Unternehmen in Verbindung mit einer Beteiligungsgesellschaft. Er charakterisiert seine berufliche Einstellung mit den Attributen “Leidenschaft und Engagement”! Die Kaufparameter lauten Kaufpreis 5 Mio. € bis 10 Mio. € Umsatz > 5 Mio. EUR Umsatz Mitarbeitende > 15 Mitarbeitende Kaufpreisvorstellungen 5 Mio. € bis 10 Mio. € Region ➢ Länderdreieck Hessen / Thüringen / Bayern ➢ Rhein/Main Gebiet ➢ Mittel- u. Nordhessen Weitere Informationen finden Sie unter: https://www.tl-consult.de/property/kaufgesuch-handels-dienstleistungsunternehmen/",,Handel > Online-Handel; Dienstleistung,11 - 20 Beschäftigte,"über 2,5 Mio. Euro","über 2,5 Mio. Euro",Nein
06.11.2024,Elektroinstallationsbetrieb zur Übernahme gesucht,Erfolgreiches Unternehmen aus dem Elektrohandwerk sucht einen Betrieb im PLZ-Bereich 545xx und 567xx zur Verstärkung,Rheinland-Pfalz / Trier / Vulkaneifel,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=211709,"
Mit diesem Inserat wollen wir Elektroinstallationsbetriebe ansprechen, die einen Nachfolger oder Partner suchen. Unser Unternehmen befindet sich im Landkreis Vulkaneifel in Rheinland-Pfalz.

Der Kaufpreis richtet sich nach einer Unternehmensbewertung, die von einem durch uns beauftragten Beratungsunternehmen durchgeführt wird. Ein fairer Kaufpreis wird zugesichert.

Strikte Diskretion in jeder Phase unserer Gespräche ist selbstverständlich und wird strikt eingehalten.",Rheinland-Pfalz > Trier > Vulkaneifel,Handwerk > Ausbaugewerbe > Elektrotechniker; Baugewerbe > Bauinstallation > Elektroinstallation; Baugewerbe > Ausbau > Elektrotechniker; Verarbeitendes Gewerbe > Herstellung von elektrischen Ausrüstungen,Keine Angaben,Keine Angaben,Keine Angaben,
06.11.2024,Metallbaumeister sucht Gebäudedienstleister/Sicherheitstechnik-Unternehmen,Gebäudedienstleister oder Unternehmen in der Sicherheitstechnik in Berlin & Umland gesucht,Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212364,"
Als Metallbaumeister und Wirtschaftsinformatiker mit umfassender Erfahrung in der Gebäudetechnik bin ich auf der Suche nach einem Unternehmen im Bereich Gebäudedienstleistungen oder Sicherheitstechnik in Berlin zur Übernahme.

Gesuchtes Profil:
- Standort: Berlin & Umland
- Branche: Gebäudetechnik, Gebäudedienstleistungen oder Sicherheitstechnik
- Größe: min. 5 Mitarbeitende
- Kundenstruktur: Bestehender Kundenstamm und stabile Geschäftsbeziehungen wünschenswert

Bei Interesse freue ich mich über eine erste Kontaktaufnahme über die Plattform.",Berlin,Dienstleistung; Handwerk,Keine Angaben,Keine Angaben,Keine Angaben,
05.11.2024,Schreinerei/Innenausbauer Bayern | Baden-Württemberg gesucht,"Etablierte Schreinerei/Innenausbauunternehmung im hochwertigen, exklusiven Segment zur Übernahme gesucht.",Baden-Württemberg Bayern,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=204238,"
Gesucht wird ein etabliertes Unternehmen im hochwertigen Möbel- und Innenausbau zur Übernahme, vorzugsweise mit einem festen Kundenstamm. Das Unternehmen sollte idealerweise in Baden-Württemberg oder Bayern ansässig sein und über einen modernen oder erweiterbaren Maschinenpark verfügen.
Besonders wichtig sind Kompetenzen in der Planung, Produktion und Montage individueller, hochwertiger Einrichtungen, vor allem im Bereich Hospitality und im gehobenen privaten Innenausbau. Die Bereitschaft zur überregionalen Tätigkeit wird ebenfalls vorausgesetzt.
Angestrebt wird eine Umsatzgröße zwischen 0,8 und 5 Mio. Euro. Der derzeitige Inhaber sollte zu einer Einarbeitungszeit von mindestens 8 Monaten bereit sein. Eine anschließende beratende oder produktive Tätigkeit des Inhabers ist willkommen",,,Keine Angaben,Keine Angaben,Keine Angaben,
05.11.2024,Firma im Maschinen- und Anlagenbau gesucht,Produzierendes Unternehmen in der Bodenseeregion als Nachfolge gesucht im Bereich Maschinen- und Anlagenbau oder industrienahe Dienstleistungen,Baden-Württemberg / Tübingen / Bodenseekreis Baden-Württemberg / Tübingen / Ravensburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=210953,"
Erfahrener Manager sucht Betrieb als Unternehmensnachfolge.

Ich schätze den Mittelstand, da ich gerne Probleme anpacke, kurze Wege und Entscheidungsfreudigkeit bevorzuge. Erfahrung als Unternehmensberater sowie Geschäftsführer im Mittelstand bringe ich mit.

Der Betrieb sollte sich in der Nähe meines Wohnortes im 60-minütigen Umkreis befinden. In Frage kommen Unternehmen in folgenden Landkreisen: Lindau, Bodenseekreis, Ravensburg, Sigmaringen, Tuttlingen, Villingen-Schwenningen, Biberach, Konstanz

Kriterien:
- Produzierendes Gewerbe, vorzugsweise Maschinen- und Anlagenbau oder industrienahe Dienstleistungen
- Region Bodensee (max. 60 min. von meinem Wohnort im Bodenseekreis entfernt)
- Umsatz bis 6 Mio. €
- EBIT positiv
- Kaufpreis bis 2 Mio. €
- Übernahme ab Q1/2025
- Kaufpreisgestaltung flexibel

Freue mich auf den gemeinsamen Austausch!",,"Dienstleistung > Freiberufliche, wissenschaftliche und technische Dienstleistungen > Sonstige; Dienstleistung > Sonstige Dienstleistungen > Sonstige; Verarbeitendes Gewerbe",11 - 20 Beschäftigte,Keine Angaben,"über 500 Tsd. - 2,5 Mio. Euro",
05.11.2024,"SHK-, Metallbau- oder Elektriker-Betrieb gesucht","Junger Wirtschaftsinformatiker mit familiären Wurzeln im Handwerk sucht Sanitär-, Metallbau- oder Elektrikerbetrieb zur Übernahme.",Berlin / Berlin / Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212325,"
Der Ausbau meiner Wohnung und mein beruflicher Hintergrund in beratender Tätigkeit in der Bauindustrie haben mein Interesse am Handwerk gesteigert.

Ich suche eines der folgenden:
- Sanitärbetrieb / SHK-Betrieb
- Metallbau-Betrieb
- Elektriker-Betrieb

Größe:
- mindestens 15 Mitarbeiter
- mindestens 400.000 Euro Gewinn vor Steuern

Geschäftsführung:
- Geschäftsführung sollte für eine Übergangsphase bereitstehen; ich stehe bereit, unmittelbar zum Zeitpunkt der Unterschrift operativ in Vollzeit einzusteigen

Finanzierung:
- ein Family Office unterstützt mich bei Kauf und Finanzierung Ihres Betriebs.

Ich stehe selbst zum Einstieg als Geschäftsführer bereit.

Standort:
- ich bin aktuell in Berlin ansässig, aber bereit deutschlandweit umzuziehen",Berlin > Berlin > Berlin,,11 - 20 Beschäftigte,"über 2,5 Mio. Euro","über 500 Tsd. - 2,5 Mio. Euro",Nein
05.11.2024,Übernahme eines gut eingeführten Unternehmens incl. Immobilie,#Grundstück #Gewerbebetrieb gesamt #Hallen #Werkstätten,"Baden-Württemberg / Karlsruhe / Karlsruhe, Landkreis Baden-Württemberg / Karlsruhe / Karlsruhe, Stadt",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212340,"
Suchen zur Übernahme ein gut eingeführtes Unternehmen incl. Immobilie oder freien Flächen; Miete oder Kauf.
Erfordernisse:
Grundstücksgröße: ab ca. 3.500 qm +/- incl. Freifläche für ca. 30 Mitarbeiter- und Kunden-Parkplätze
Hallengröße: ab ca. 2.000 - 4.000qm mit belastbarem Hallenboden (Schwerlastregalte, Maschinen und Stapler)
Hallenhöhe: ca. 4,5 - 6 Meter
Krananlagen 1,5 bis 4 Tonnen - sofern vorhanden, können auch nachgerüstet werden
ebenerdige Andienung
Bürofläche: ab ca. 250 qm (auch über Bürocontainer oder in einer 2. Ebene der Halle möglich)
Sanitär- und Sozial-Räume für ca. 30 Mitarbeitende",,Baugewerbe > Ausbau; Handwerk > Handwerke für den gewerblichen Bedarf > Metallbauer und Feinwerkmechaniker,Keine Angaben,Keine Angaben,Keine Angaben,
04.11.2024,Raum Rheine: SHK-Betrieb gesucht,Anz.-Nr. MSN2859: Im Raum Rheine bis 60 km wird ein SHK-Betrieb zur Übernahme gesucht.,Nordrhein-Westfalen / Münster / Münster Nordrhein-Westfalen / Münster / Steinfurt Nordrhein-Westfalen / Münster / Borken,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212313,"
Anz.-Nr. MSN2859: Im Raum Rheine bis 60 km wird ein SHK-Betrieb zur Übernahme gesucht.",,"Baugewerbe > Ausbau > Installateur und Heizungsbauer; Handwerk > Ausbaugewerbe > Installateur und Heizungsbauer; Baugewerbe > Bauinstallation > Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation",Keine Angaben,Keine Angaben,Keine Angaben,
04.11.2024,Beteiligung an Industrieunternehmen Bodenseekreis / Oberschwaben,Suche mittelständisch geprägtes Industrieunternehmen zur Beteiligung sowie zur operativen Mitarbeit,Baden-Württemberg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212216,"
Leitender Angestellter sucht im Kreis Oberschwaben / Bodensee
eine Möglichkeit zur Beteiligung an Industriebetrieb. Gerne verarbeitendes, produzierendes Gewerbe oder Industriedienstleistungen. Gesucht wird ein mittelständisch geprägter gesunder Industriebetrieb (30 bis 200 Mitarbeiter). Ich bringe umfassende Erfahrung in den Bereichen Vertrieb, Produktion und Supply Chain mit.",Baden-Württemberg,,Keine Angaben,Keine Angaben,Keine Angaben,
04.11.2024,Elektroinstallationsbetrieb im Raum Frankfurt zur Übernahme gesucht,Wir sind ein mittelständiges Elektrounternehmen mit 2 Standorten (Zell-Mosel & Kastellaun) 50 Mitarbeiter und suchen einen weiteren Standort im Raum Frankfurt zur Übernahme.,Hessen / Darmstadt,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212175,"
Wir sind ein mittelständiges Elektrounternehmen mit 2 Standorten (Zell-Mosel & Kastellaun) 50 Mitarbeiter und suchen einen weiteren Standort im Raum Frankfurt zur Übernahme. Angedacht ist eine Betriebsgröße von ca. 5 Mitarbeiter (die auf jeden Fall übernommen werden sollen) vorzugsweise auf Miete/Pacht, gerne aber auch als Kauf. Alles weitere gerne in einem persönlichen Gespräch.",Hessen > Darmstadt,,21 - 50 Beschäftigte,Keine Angaben,Keine Angaben,Nein
04.11.2024,Hörakustik Fachgeschäft zu kaufen,Wir sind auf der Suche nach einem Inhabergeführten Hörakustik-Fachgeschäft zur Übernahme. Aktuell wollen wir uns erweitern und möchten dafür Ihr Lebenswerk weiterführen.,Mecklenburg-Vorpommern,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=212257,"
In unseren Hörakustik-Meisterbetrieben in Rostock-Warnemünde, Perleberg und Pritzwalk lösen wir gemeinsam mit Ihnen Ihre Hörprobleme und ermöglichen für Sie die Umsetzung Ihrer individuellen Hörwünsche. In jedem Schritt der Hörversorgung, egal ob es sich dabei um einen Hörtest, eine persönliche Beratung oder eine maßgeschneiderte Anpassung handelt, können Sie sich auf unsere professionelle Expertise als Meisterhandwerksbetrieb verlassen.

Bei Baltic Akustik wird Hörakustik weiter gedacht. Für uns steht neben einer fachgerechten Versorgung von Hörerkrankungen ebenso die Erhaltung der Hörgesundheit im Mittelpunkt. Mit einem vielfältigen Bildungsangebot unterstützen wir Interessierte aktiv, das eigene Hören und Verstehen zu pflegen und zu schützen.",Mecklenburg-Vorpommern,,Keine Angaben,Keine Angaben,Keine Angaben,
04.11.2024,Kaufmann mit technischem Background sucht solide Perspektive,Als Kaufmann mit technischem Hintergrund bin ich erfolgs- und zielorientiert.,Nordrhein-Westfalen / Arnsberg / Hochsauerlandkreis,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=206758,"
Sie möchten Ihr Unternehmen in gute Hände geben und dessen Tradition und Erfolg langfristig sichern? Ich bin ein Kaufmann mit fundiertem technischem Hintergrund und suche Handels- oder Verarbeitungsunternehmen mit solidem Fundament und großem Wachstumspotenzial.

Was ich Ihnen biete:
- Übernahme Ihres Unternehmens mit der Wertschätzung für das bestehende Team und den etablierten Firmennamen
- Weiterbeschäftigung des aktuellen Inhabers – wenn gewünscht – für eine Übergangsphase oder längerfristige Zusammenarbeit
- Entwicklungsperspektiven durch meine kaufmännische und technische Expertise und einen langfristig orientierten Unternehmensausbau

Lassen Sie uns gemeinsam die Möglichkeiten für die Zukunft Ihres Unternehmens gestalten.",Nordrhein-Westfalen > Arnsberg > Hochsauerlandkreis,,Keine Angaben,Keine Angaben,über 250 - 500 Tsd. Euro,
