matching_keywords,matching_locations,buyer_name,buyer_title,buyer_summary,buyer_long_description,buyer_location,buyer_industry,buyer_contact,seller_id,seller_title,seller_summary,seller_long_description,seller_location,seller_industry,seller_contact
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,Wirtschaftsingenieur sucht produzierendes Unternehmen zur Nachfolge,"Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO.","
Mit dem Erwerb eines produzierenden Unternehmens möchte ich mich als Privatperson / MBI selbstständig machen und das Unternehmen langfristig als Geschäftsführer fortführen.

Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO einer Beteiligung. Zuvor war ich mehrere Jahre in verschiedenen Unternehmensberatungen im Bereich M&A und Restrukturierung tätig. Ich habe einen betriebswirtschaftlich-technischen Hintergrund und einen Master-Abschluss von der Technischen Universität München.

Nach vielen Jahren im Anstellungsverhältnis möchte ich mich nun wie auch bereits mein Vater selbstständig machen und ein Unternehmen als geschäftsführender Gesellschafter langfristig weiterentwickeln.

Ich suche ein Unternehmen zur Nachfolge mit folgenden Kriterien:

Unternehmenssituation
▪ Nachfolgeregelung
▪ Turnaround / Restrukturierung
▪ Insolvenz

Fokus-Themen & Branchen
▪ Industrie & produzierendes Gewerbe (insb.
Maschinen- und Anlagenbau sowie Automobil- und Bauzulieferer)
▪ Nachhaltiger Konsum (insb. (haltbare / ökologische) Lebensmittel,
Manufakturen)
▪ Medizin & Gesundheit (u.a. Medizintechnik)
▪ Energie & Umwelt (u.a. Recycling, Energie- und Gebäudetechnik)
▪ Technische Dienstleistungen

Investitionsgröße
▪ Umsatz: 1,0 bis 5,0 Mio. EUR
▪ EBIT: -0,1 bis +0,5 Mio. EUR

Beteiligung
▪ ausschließlich Mehrheitsbeteiligungen (> 50%)
▪ Bevorzugt Übernahme von 100% der Anteile als
geschäftsführender Gesellschafter

Geographie
▪ Deutschland (Fokus Bayern & Baden-Württemberg)",Baden-Württemberg,,,Unknown,Chirurgiemechanikbetrieb - Medizintechnikunternehmen,"Für unseren Handwerksbetrieb im Bereich Mikroscheren, Handinstrumente im Landkreis Tuttlingen suchen wir einen Übernahmebetrieb oder eine Einzelperson.","
Für unseren Handwerksbetrieb im Bereich Mikroscheren, Handinstrumente
im Landkreis Tuttlingen suchen wir einen Übernahmebetrieb oder eine Einzelperson.
Als Kleinunternehmen fertigen wir als OEM Partner für unsere langjährigen Kunden ophthalmologische Scheren und Instrumente.
Unsere Firma befindet sich in einem Gewerbegebiet mit guter Infrastruktur und Erweiterungsmöglichkeit.
Eine optimale Einarbeitungszeit ist gewährleistet.",Baden-Württemberg / Tübingen / Tübingen,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=208473
Metallbau,"niedersachsen, weser-ems",Metallbaubetrieb | Osnabrück und Umgebung,Wirtschaftsingenieur sucht produzierendes Unternehmen zur Nachfolge,"Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO.","
Mit dem Erwerb eines produzierenden Unternehmens möchte ich mich als Privatperson / MBI selbstständig machen und das Unternehmen langfristig als Geschäftsführer fortführen.

Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO einer Beteiligung. Zuvor war ich mehrere Jahre in verschiedenen Unternehmensberatungen im Bereich M&A und Restrukturierung tätig. Ich habe einen betriebswirtschaftlich-technischen Hintergrund und einen Master-Abschluss von der Technischen Universität München.

Nach vielen Jahren im Anstellungsverhältnis möchte ich mich nun wie auch bereits mein Vater selbstständig machen und ein Unternehmen als geschäftsführender Gesellschafter langfristig weiterentwickeln.

Ich suche ein Unternehmen zur Nachfolge mit folgenden Kriterien:

Unternehmenssituation
▪ Nachfolgeregelung
▪ Turnaround / Restrukturierung
▪ Insolvenz

Fokus-Themen & Branchen
▪ Industrie & produzierendes Gewerbe (insb.
Maschinen- und Anlagenbau sowie Automobil- und Bauzulieferer)
▪ Nachhaltiger Konsum (insb. (haltbare / ökologische) Lebensmittel,
Manufakturen)
▪ Medizin & Gesundheit (u.a. Medizintechnik)
▪ Energie & Umwelt (u.a. Recycling, Energie- und Gebäudetechnik)
▪ Technische Dienstleistungen

Investitionsgröße
▪ Umsatz: 1,0 bis 5,0 Mio. EUR
▪ EBIT: -0,1 bis +0,5 Mio. EUR

Beteiligung
▪ ausschließlich Mehrheitsbeteiligungen (> 50%)
▪ Bevorzugt Übernahme von 100% der Anteile als
geschäftsführender Gesellschafter

Geographie
▪ Deutschland (Fokus Bayern & Baden-Württemberg)",Baden-Württemberg,,,Unknown,Handelsunternehmen der Medizintechnik,"Vertrieb von chirurgischen Instrumenten für alle Disziplinen | Tuttlingen, Baden-Württemberg | seit 60 Jahren erfolgreich am Markt | klassische Altersnachfolge | attraktive Handelsmarge zw. 35 – 40 %","
Etabliertes Handelsunternehmen der Medizintechniksucht einen Nachfolger/ Investor.

Fakten im Überblick:
- Standort: Großraum Tuttlingen, Baden-Württemberg
- Seit 60 Jahren erfolgreich am Markt | Klassische Altersnachfolge
- Attraktive Handelsmarge zw. 35 – 40 %
- Vertrieb von chirurgischen Instrumenten für alle Disziplinen, Sterilisation, Container sowie Instrumente für die Veterinärmedizin (inkl. Eigenmarke mit ca. 25 % Umsatzanteil)
- Ausgewogener zahlungskräftiger Kundenstamm (kein Stammkunde >10% am
Gesamtumsatz)
- Zertifizierungen: ISO 13485 (Medizinprodukte) inkl. MDR Vorbereitung Klasse 2A z.B. Saug- und Spülinstumente
- Motivierte langjährige Belegschaft (2 FTE + Aushilfen)
- Umsatz: 1,2 Mio. EUR
- Jahresgewinn: ca. 50 KEUR
-Verkaufspreis: 735 KEUR (Firmenwert inkl. Lagerbestand v. ca. 0,5 Mio.)

Wir suchen ...
- eine dynamische Nachfolgerpersönlichkeit mit Branchenkenntnissen und Vertriebserfahrung, die aus der zweiten Reihe nun selbst ein Handelsunternehmen im Medizinproduktebereich führen möchte

alternativ:
- ein Unternehmen, welches im Raum Baden-Württemberg seine Marktposition im Bereich Medizinproduktehandel ausbauen möchte
- einen Investor für die Übernahme ins eigene Portfolio | Cluster

Wir bieten …
- ein gesundes Unternehmen mit guter Umsatzrendite & Wachstumspotential (z.B. Shop).
- auf Wunsch eine begleitete Übergabe inkl. Coaching durch den jetzigen Inhaber von bis zu 12 Monaten
- absolute Transparenz und ein faires Miteinander im Übergabeprozess
- einen wirklich fairen Kaufpreis zugunsten der Standort- und Arbeitsplatzerhaltung",Baden-Württemberg / Freiburg / Tuttlingen,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=207019
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,"Hausverwaltung, Immobilienverwaltung, Maklerbüro gesucht","Hausverwaltung gerne mit Maklerbüro im Raum Bergisch Gladbach, Köln, Leverkusen, Siegen zur Übernahme gesucht","
Ich bin seit über 10 Jahren im Bereich Immobilien selbstständig. Derzeit werden ausschließlich eigene Immobilien verwaltet. Zusätzlich suche ich eine Hausverwaltung mit Wohnungsbestand, gerne mit angeschlossenem Maklerbüro, zur Übernahme. Eine Einarbeitung wäre wünschenswert aber nicht unbedingt erforderlich. Eigenkapital ist vorhanden. In allen Punkten bin ich Gesprächs- und Verhandlungsbereit.
Ich freue mich auf Ihre Kontaktaufnahme und sichere Ihnen eine diskrete Abwicklung zu.",Nordrhein-Westfalen / Köln / Rheinisch-Bergischer Kreis Nordrhein-Westfalen / Arnsberg / Siegen-Wittgenstein Nordrhein-Westfalen / Köln / Köln Nordrhein-Westfalen / Köln / Leverkusen,,,Unknown,Stark wachsende Immobilienverwaltung im Großraum Köln,Immobilienverwaltung mit Hausmeister- und Reparaturservice in kompetente Hände abzugeben. Umsatzwachstum der letzten 5 Jahre 580%.,"
Immobilienverwaltung mit Hausmeister- und Reparaturservice in kompetente Hände abzugeben. Umsatzwachstum der letzten 5 Jahre 580%. Langfristige Verträge mit Kunden und gesicherte Monatseinnahmen in Höhe von ca. 22.000,-€, Durchschnittsumsatz pro Monat in 2024 ca. 30.000,- €, 7 Mitarbeiter davon 4 Vollzeit. 2 zu 100 % gefördert, 1 Azubi",Nordrhein-Westfalen / Köln,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212284
Metallbau,stadt,Metallbaubetrieb | Osnabrück und Umgebung,Wir suchen ein SHK Betrieb. Optimalerweise mit Schwerpunkt Wärmepumpen,"Wir sind auf der Suche zur Übernahme von SHK Betrieben mit Schwerpunkt auf den Verkauf und Einbau der Wärmepumpentechnologie, in Duisburg und Umgebung 20KM","
Die Friondo GmbH wurde 2021 gegründet und ist ausschließlich auf den Verkauf und Einbau von Klimaanlagen und Wärmepumpe spezialisiert.

Mittlerweile sind wir 10 Personen im Unternehmen und wachsen stetig weiter.

Da wir speziallisiert sind, können wir uns ausschließlich auf diesen Bereich konzentrieren.
Wir haben eine sehr großes Know-How in diesem Bereich was uns einen großen Wettbewerbsvorteil ermöglicht.

2 von 3 GFs sind zertifizierte Sachkundige für Wärmepumpensysteme nach VDI4645.

Wir verbauen aktuell 3 Wärmepumpe die Woche.

Nun sind wir auf der Suche, uns nochmals zu vergrößern. Gerne auch mit der Übernahme eines bestehendes Betriebs.

Bei Verkaufsinteresse gerne melden, auch wenn das zu verkaufende Unternehmen nicht ausschließlich Wärmepumpen vertreibt.",Nordrhein-Westfalen / Düsseldorf / Duisburg,,,Unknown,Alteingesessener Sanitär- und Heizungsbaubetrieb in Oberhausen sucht Nachfolger/in,Unser seit über 50 Jahren bestehender Familienbetrieb in Oberhausen-Osterfeld steht aus Altersgründen zur Übernahme bereit.,"
Unser seit über 50 Jahren bestehender Familienbetrieb in Oberhausen-Osterfeld steht aus Altersgründen zur Übernahme bereit. Der Betrieb ist in der Rechtsform einer GmbH geführt und verfügt über einen langjährigen, treuen Kundenstamm. Zurzeit sind noch zwei Auszubildende im Unternehmen beschäftigt.

Die Räumlichkeiten umfassen ca. 50 m² Bürofläche, ca. 25 m² Lager sowie vier Garagen und Stellplätze und können bei Bedarf weiterhin angemietet werden. Das Unternehmen bietet attraktives Entwicklungspotenzial für eine/n Sanitär- und Heizungsbaumeister/in. Eine umfassende Einarbeitung kann auf Wunsch sichergestellt werden.

Wir freuen uns auf Ihre Kontaktaufnahme und darauf, unseren Betrieb in gute Hände zu übergeben!",Nordrhein-Westfalen / Düsseldorf / Oberhausen,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212442
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,Wir suchen ein SHK Betrieb. Optimalerweise mit Schwerpunkt Wärmepumpen,"Wir sind auf der Suche zur Übernahme von SHK Betrieben mit Schwerpunkt auf den Verkauf und Einbau der Wärmepumpentechnologie, in Duisburg und Umgebung 20KM","
Die Friondo GmbH wurde 2021 gegründet und ist ausschließlich auf den Verkauf und Einbau von Klimaanlagen und Wärmepumpe spezialisiert.

Mittlerweile sind wir 10 Personen im Unternehmen und wachsen stetig weiter.

Da wir speziallisiert sind, können wir uns ausschließlich auf diesen Bereich konzentrieren.
Wir haben eine sehr großes Know-How in diesem Bereich was uns einen großen Wettbewerbsvorteil ermöglicht.

2 von 3 GFs sind zertifizierte Sachkundige für Wärmepumpensysteme nach VDI4645.

Wir verbauen aktuell 3 Wärmepumpe die Woche.

Nun sind wir auf der Suche, uns nochmals zu vergrößern. Gerne auch mit der Übernahme eines bestehendes Betriebs.

Bei Verkaufsinteresse gerne melden, auch wenn das zu verkaufende Unternehmen nicht ausschließlich Wärmepumpen vertreibt.",Nordrhein-Westfalen / Düsseldorf / Duisburg,,,Unknown,SHK Betrieb mit Schwerpunkt Wärmepumpe abzugeben,Kleiner Betrieb mit weit überdurchschnittlicher Ausstattung abzugeben. Ideal für einen jungen und motivierten Meister.,"
60% Privatkunden / 40% Gewerbekunden

Umsatz > 700.000€

Premiumpartner von zwei großen deutschen Herstellern.

Aktuell liegt der Schwerpunkt beim Einfamilienhaus mit Wärmepumpe, Lüftung, Klima und Smart Home.

Sanierung und Neubau.

Laufende Unterstützung langfristig möglich, nach Bedarf.

Aufgabe gesundheitlichen Gründen.",Nordrhein-Westfalen / Düsseldorf / Viersen,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=210461
Metallbau,stadt,Metallbaubetrieb | Osnabrück und Umgebung,Wir suchen ein SHK Betrieb. Optimalerweise mit Schwerpunkt Wärmepumpen,"Wir sind auf der Suche zur Übernahme von SHK Betrieben mit Schwerpunkt auf den Verkauf und Einbau der Wärmepumpentechnologie, in Duisburg und Umgebung 20KM","
Die Friondo GmbH wurde 2021 gegründet und ist ausschließlich auf den Verkauf und Einbau von Klimaanlagen und Wärmepumpe spezialisiert.

Mittlerweile sind wir 10 Personen im Unternehmen und wachsen stetig weiter.

Da wir speziallisiert sind, können wir uns ausschließlich auf diesen Bereich konzentrieren.
Wir haben eine sehr großes Know-How in diesem Bereich was uns einen großen Wettbewerbsvorteil ermöglicht.

2 von 3 GFs sind zertifizierte Sachkundige für Wärmepumpensysteme nach VDI4645.

Wir verbauen aktuell 3 Wärmepumpe die Woche.

Nun sind wir auf der Suche, uns nochmals zu vergrößern. Gerne auch mit der Übernahme eines bestehendes Betriebs.

Bei Verkaufsinteresse gerne melden, auch wenn das zu verkaufende Unternehmen nicht ausschließlich Wärmepumpen vertreibt.",Nordrhein-Westfalen / Düsseldorf / Duisburg,,,Unknown,Alt Eingesessener Sanitär und Heizungsbetrieb in Düsseldorf zu verkaufen,Sanitär -Heizung - Wartungen- Kundendienst -Kundenstamm- Mitarbeiter Werkzeug-Lagerbestand. Alles vorhanden.,"
Alteingesessener kleiner SHK-Betrieb in Düsseldorf sucht einen Nachfolger zur Übernahme bis zum 31.12.26. Er ist eingetragen im Installateur- und Heizungsbauer-Handwerk, und in der Innung Düsseldorf .

Das Unternehmen ist für einen Installateur- und Heizungsbauermeister sehr gut geeignet. Aus altersbedingten Gründen soll der Betrieb nun abgegeben werden.

Der Meisterbetrieb verfügt über 2 gewerbliche Mitarbeiter sowie eine große Anzahl zufriedener Stammkunden - Werkstatt-Lagergebäude. Der Mietvertrag könnte weitergeführt werden
Die Schwerpunkte des Betriebes liegen in der Reparatur, dem Kundendienst und Wartungen im Bereich Heizung und Sanitär.
Es bestehen viele Stammkundenkontakte im Privat- und Firmen Bereich. Die Großhändler befinden sich in der Nähe.

Der derzeitige Inhaber garantiert eine umfassende Einarbeitung.

Eine Begleitung der Übernahme durch die Handwerkskammer Düsseldorf wird gewährleistet.",Nordrhein-Westfalen / Düsseldorf / Düsseldorf,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209297
Metallbau,stadt,Metallbaubetrieb | Osnabrück und Umgebung,Wir suchen ein SHK Betrieb. Optimalerweise mit Schwerpunkt Wärmepumpen,"Wir sind auf der Suche zur Übernahme von SHK Betrieben mit Schwerpunkt auf den Verkauf und Einbau der Wärmepumpentechnologie, in Duisburg und Umgebung 20KM","
Die Friondo GmbH wurde 2021 gegründet und ist ausschließlich auf den Verkauf und Einbau von Klimaanlagen und Wärmepumpe spezialisiert.

Mittlerweile sind wir 10 Personen im Unternehmen und wachsen stetig weiter.

Da wir speziallisiert sind, können wir uns ausschließlich auf diesen Bereich konzentrieren.
Wir haben eine sehr großes Know-How in diesem Bereich was uns einen großen Wettbewerbsvorteil ermöglicht.

2 von 3 GFs sind zertifizierte Sachkundige für Wärmepumpensysteme nach VDI4645.

Wir verbauen aktuell 3 Wärmepumpe die Woche.

Nun sind wir auf der Suche, uns nochmals zu vergrößern. Gerne auch mit der Übernahme eines bestehendes Betriebs.

Bei Verkaufsinteresse gerne melden, auch wenn das zu verkaufende Unternehmen nicht ausschließlich Wärmepumpen vertreibt.",Nordrhein-Westfalen / Düsseldorf / Duisburg,,,Unknown,"Ein seit vielen Jahren erfolgreicher Betrieb, eingetragen im Installateur- und Heizungsbauer-Handwerk, sucht einen Nachfolger.",Das Unternehmen ist für einen motivierten und qualifizierten Installateur- und Heizungsbauermeister sehr gut geeignet. Aus altersbedingten Gründen soll der Betrieb nun abgegeben werden.,"
Ein seit vielen Jahren erfolgreicher Betrieb, eingetragen im Installateur- und Heizungsbauer-Handwerk, sucht einen Nachfolger.

Das Unternehmen ist für einen motivierten und qualifizierten Installateur- und Heizungsbauermeister sehr gut geeignet. Aus altersbedingten Gründen soll der Betrieb nun abgegeben werden.

Der Meisterbetrieb verfügt über 2 gewerbliche Mitarbeiter und einen Azubi sowie eine große Anzahl zufriedener Stammkunden. Branchenüblich ausgestattete Fahrzeuge sowie ein angemietetes Büro-/Werkstatt-/Lagergebäude (Mietvertrag kann weitergeführt werden) gehören zum Angebot.

Die Schwerpunkte des Betriebes liegen in der Reparatur, dem Kundendienst und in der Sanierung im Bereich Heizungen sowie in den Sanitärinstallationen.
Es bestehen viele Stammkundenkontakte im Privat- und Unternehmenskundensegment, so dass mit konstanten Umsätzen geplant werden kann. Die Lieferanten befinden sich in unmittelbarer Nähe.

Der derzeitige Inhaber garantiert eine umfassende Einarbeitung sowie eine vertrauensvolle Einführung des neuen Inhabers bei den Bestandskunden.

Eine Begleitung der Übernahme durch die Handwerkskammer Düsseldorf wird gewährleistet.

Bitte geben Sie bei Kontaktaufnahme Ihre vollständigen Kontaktdaten an.",Nordrhein-Westfalen / Düsseldorf / Essen,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=208959
"Metallbau, Schlosserei",nordrhein-westfalen,Maschinenbauingenieur sucht Betrieb für langfristige Nachfolge,Elektroinstallationsbetrieb im Kreis Steinburg gesucht,Elektroinstallationsbetrieb zur Übernahme im Kreis Steinburg gesucht,"
Zur Vergrößerung/Erweiterung des bestehenden Unternehmens sind wir auf der Suche nach einem Handwerksbetrieb, welcher verkauft/aufgegeben werden soll. Am besten mit Personal, damit der bestehende Kundenstamm weiterhin gut betreut werden kann.",Schleswig-Holstein / Schleswig-Holstein / Steinburg,,,Unknown,Verkauf einer Elektrofirma,Elektrohandwerksbetrieb mit Schwerpunkt im Bereich Kundendienst und Geräteverkauf.,"
Alteingesessener Handwerksbetrieb mit Sitz im Industriegebiet Reinbek zu verkaufen. Zurzeit sind fünf gewerbliche und zwei kaufmännische Mitarbeiter beschäftigt.

Der langjährige Kundenstamm kommt fast ausschließlich aus der Hamburger Wohnungswirtschaft. Wir sind Mitglied in der Euronics Genossenschaft und betreiben ein ca. 20 m² großes Ladengeschäft. Es sind dort alle Warengruppen der ""weißen Ware"" ausgestellt.",Schleswig-Holstein / Schleswig-Holstein / Stormarn,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211951
Metallbau,nordrhein-westfalen,Maschinenbauingenieur sucht Betrieb für langfristige Nachfolge,Suche Unternehmensnachfolge Anlagenbau/Maschinenbau/Metallverarbeitung,"Service/Montage für den Anlagenbau/Maschinenbau/Werkzeugmaschinen, Metallbearbeitung/CNC-Fertigung/Baugruppenmontage","
Industriemeister / Staatlich geprüfter techn. Betriebswirt mit langjähriger Erfahrung, sucht kleinen/mittleren Industriebetrieb (Servicedienstleister Anlagen- und Maschinenbau/Werkzeugmaschinen und/oder Metallbearbeitung) zur Übernahme.

Region Rhein-Neckar, Heilbronn, Raum Karlsruhe, Rheinland-Pfalz, Neckar-Odenwald, Darmstadt",Baden-Württemberg Rheinland-Pfalz Hessen / Darmstadt,,,Unknown,Nachfolger für Werkzeugbau (Lohnfertigung) gesucht,"Wir sind tätig im Bereich Lohn-/ Einzelteilfertigung und Prototypenbau für die Lebensmittelindustrie, Medizintechnik und Automotive.","
Unseren langjährig bestehenden Werkzeugbau (Lohnfertigung) bieten wir zum Verkauf an. Wir fertigen hauptsächlich Einzelteile und Prototypen, keine Großserien. Unser gut aufgestellter Maschinenpark ermöglicht uns, fast alle Bereiche des Maschinenbaus abzudecken. Vorhanden sind CNC-Drehmaschinen, Fräsbearbeitungszentren, Fünfachsmaschine, Tiefbohrmaschinen, Flach- und Rundschleifmaschine.
Qualifizierte Mitarbeiter programmieren über CAD-Cam-System selbstständig an den Maschinen.
Wir verfügen über einen guten breit aufgestellten Kundenstamm, der nicht von einer einzelnen Branche abhängig ist. Außerdem bilden wir in den Berufen Industriemechaniker und Zerspanungsmechaniker aus.",Hessen / Darmstadt / Bergstraße,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211682
Tischlerei,nordrhein-westfalen,Maschinenbauingenieur sucht Betrieb für langfristige Nachfolge,Suche Unternehmensnachfolge Anlagenbau/Maschinenbau/Metallverarbeitung,"Service/Montage für den Anlagenbau/Maschinenbau/Werkzeugmaschinen, Metallbearbeitung/CNC-Fertigung/Baugruppenmontage","
Industriemeister / Staatlich geprüfter techn. Betriebswirt mit langjähriger Erfahrung, sucht kleinen/mittleren Industriebetrieb (Servicedienstleister Anlagen- und Maschinenbau/Werkzeugmaschinen und/oder Metallbearbeitung) zur Übernahme.

Region Rhein-Neckar, Heilbronn, Raum Karlsruhe, Rheinland-Pfalz, Neckar-Odenwald, Darmstadt",Baden-Württemberg Rheinland-Pfalz Hessen / Darmstadt,,,Unknown,Nachfolger für CNC-Fertigung im Bereich Drehen und Fräsen gesucht.,Gut eingeführter Betrieb im Bereich CNC-Fertigung sucht aus Altersgründen Nachfolger.,"
Seit über 30 Jahren sind wir für unsere zahlreichen Kunden im Bereich der CNC-Fertigung tätig.
Unsere qualifizierten Mitarbeiter*innen fertigen nach Zeichnung in Serie oder Einzelstücke, je nach Kundenauftrag.
Die Firma befindet sich in einer Halle mit Nebengebäude.
Der Betrieb ist bei unseren Kunden gut eingeführt.",Hessen / Darmstadt / Darmstadt-Dieburg,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209417
Tischlerei,nordrhein-westfalen,Maschinenbauingenieur sucht Betrieb für langfristige Nachfolge,Suche Unternehmensnachfolge Anlagenbau/Maschinenbau/Metallverarbeitung,"Service/Montage für den Anlagenbau/Maschinenbau/Werkzeugmaschinen, Metallbearbeitung/CNC-Fertigung/Baugruppenmontage","
Industriemeister / Staatlich geprüfter techn. Betriebswirt mit langjähriger Erfahrung, sucht kleinen/mittleren Industriebetrieb (Servicedienstleister Anlagen- und Maschinenbau/Werkzeugmaschinen und/oder Metallbearbeitung) zur Übernahme.

Region Rhein-Neckar, Heilbronn, Raum Karlsruhe, Rheinland-Pfalz, Neckar-Odenwald, Darmstadt",Baden-Württemberg Rheinland-Pfalz Hessen / Darmstadt,,,Unknown,Nachfolger für Maschinenbauunternehmen gesucht,Zu unserem Unternehmen: Der Betrieb besteht seit 1976 und ist ein Maschinen- und Anlagenbaubetrieb.,"
Zu unserem Unternehmen: Der Betrieb besteht seit 1976 und ist ein Maschinen- und Anlagenbaubetrieb. Wir sind spezialisiert auf den Maschinenbau Spezialgebiet Umformtechnik. Wir bieten u.a. Arbeitsleistungen auf dem Gebiet der Profiliertechnik an. Unsere Stärke liegt im Komplettanlagenbau, d.h. Abwickelhaspel, evtl. Vorstanze und Richtmaschine, Profiliermaschine mit Rollsätzen, evtl. Nachstanzungen oder Prägung, Trenneinrichtung fließend hydraulisch oder pneumatisch, Auslauftisch. Der/Die Interessent/in sollte idealerweise die Meister-, Techniker- oder Ingenieurausbildung im Bereich Maschinenbau oder Umformtechnik besitzen. Gefragt ist nicht unbedingt das Eigenkapital, sondern die Bereitschaft, sich den Aufgaben zu stellen. Natürlich ist der Betrieb auch für Existenzgründer mit Eigenkapital geeignet",Hessen / Darmstadt / Main-Kinzig-Kreis,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=205678
Maschinenbau,nordrhein-westfalen,Maschinenbauingenieur sucht Betrieb für langfristige Nachfolge,Ich suche einen Friseursalon zur Übernahme,Ich suche einen Friseursalon zur Übernahme,"
Ich suche einen Friseursalon zur Übernahme im Bereich Tornesch und Umgebung. Ich habe in diesem Jahr erfolgreich meinen Meister im Friseurhandwerk bestanden.",Schleswig-Holstein / Schleswig-Holstein / Pinneberg,,,Unknown,Friseursalon in Norderstedt für sofort oder später zu verkaufen,,"
Der Friseursalon ist seit fast 30 Jahren ansässig und verfügt über einen großen Kundenstamm. Wir betreuen Damen, Herren und Kinder aller Altersklassen.
Es sind drei Mitarbeiterinnen in Teilzeit tätig, die übernommen werden können.
Der Raum ist gemietet. Der Friseursalon umfasst 10 Arbeitsplätze, einen Aufenthaltsraum, eine Damen-und Herrentoilette und einen Notausgang.
Des Weiteren verfügt der Salon über fünf Parkplätze und ist verkehrsgünstig gelegen.
Ich freue mich auf Ihre Kontaktaufnahme.",Schleswig-Holstein / Schleswig-Holstein / Segeberg,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209378
Metallbau,nordrhein-westfalen,Maschinenbauingenieur sucht Betrieb für langfristige Nachfolge,Ich suche einen Friseursalon zur Übernahme,Ich suche einen Friseursalon zur Übernahme,"
Ich suche einen Friseursalon zur Übernahme im Bereich Tornesch und Umgebung. Ich habe in diesem Jahr erfolgreich meinen Meister im Friseurhandwerk bestanden.",Schleswig-Holstein / Schleswig-Holstein / Pinneberg,,,Unknown,Friseursalon im Kreis Bad Segeberg zu verkaufen,Alteingesessenes Friseurgeschäft - moderne Ausstattung,"
Friseursalon, Nähe Herold-Center Norderstedt:

- 8 Bedienplätze
- zentrale Lage
- langjähriger Kundenstamm vorhanden
- gesamte Einrichtung mit Warenbestand zu verkaufen",Schleswig-Holstein / Schleswig-Holstein / Segeberg,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211781
